frame_number,video_timestamp,matched_timestamp,time_difference,NDI Transform,SI Transform
4721,2026-07-28 15:13:56.133160-07:00,2026-07-28 15:13:56.129169-07:00,0 days 00:00:00.003991,"[[-0.52961379  0.785645    0.31979864 -0.0121    ]
 [-0.79405691 -0.59178366  0.13880104 -0.14909   ]
 [ 0.29829995 -0.18042737  0.93726362 -1.95455   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21231  0.9478   0.23793 -0.02998]
 [ 0.86238  0.29623 -0.41054  0.8179 ]
 [-0.45959  0.11802 -0.88026  0.35037]
 [ 0.       0.       0.       1.     ]]"
4722,2026-07-28 15:13:56.165103-07:00,2026-07-28 15:13:56.189007-07:00,0 days 00:00:00.023904,"[[-0.52931958  0.78542204  0.32083174 -0.0121    ]
 [-0.79413659 -0.59175464  0.1384685  -0.14903   ]
 [ 0.29860988 -0.18149014  0.9369597  -1.95459   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21368  0.94768  0.23715 -0.03006]
 [ 0.86283  0.29692 -0.4091   0.81793]
 [-0.45811  0.11721 -0.88113  0.35036]
 [ 0.       0.       0.       1.     ]]"
4723,2026-07-28 15:13:56.199980-07:00,2026-07-28 15:13:56.189007-07:00,0 days 00:00:00.010973,"[[-0.52931958  0.78542204  0.32083174 -0.0121    ]
 [-0.79413659 -0.59175464  0.1384685  -0.14903   ]
 [ 0.29860988 -0.18149014  0.9369597  -1.95459   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21368  0.94768  0.23715 -0.03006]
 [ 0.86283  0.29692 -0.4091   0.81793]
 [-0.45811  0.11721 -0.88113  0.35036]
 [ 0.       0.       0.       1.     ]]"
4724,2026-07-28 15:13:56.231891-07:00,2026-07-28 15:13:56.233886-07:00,0 days 00:00:00.001995,"[[-0.52967591  0.78541439  0.32026188 -0.01209   ]
 [-0.79431624 -0.59174193  0.13748891 -0.14902   ]
 [ 0.29749815 -0.18156465  0.93729885 -1.95459   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21235  0.94799  0.23712 -0.03008]
 [ 0.86377  0.29556 -0.40809  0.81794]
 [-0.45695  0.11816 -0.88161  0.35036]
 [ 0.       0.       0.       1.     ]]"
4725,2026-07-28 15:13:56.267795-07:00,2026-07-28 15:13:56.293725-07:00,0 days 00:00:00.025930,"[[-0.52969502  0.78575792  0.31938641 -0.01208   ]
 [-0.79436275 -0.59157069  0.1379563  -0.14899   ]
 [ 0.2973399  -0.1806339   0.93752887 -1.95459   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21186  0.94879  0.23436 -0.03015]
 [ 0.86631  0.29331 -0.40433  0.81797]
 [-0.45236  0.11736 -0.88408  0.35032]
 [ 0.       0.       0.       1.     ]]"
4726,2026-07-28 15:13:56.298711-07:00,2026-07-28 15:13:56.293725-07:00,0 days 00:00:00.004986,"[[-0.52969502  0.78575792  0.31938641 -0.01208   ]
 [-0.79436275 -0.59157069  0.1379563  -0.14899   ]
 [ 0.2973399  -0.1806339   0.93752887 -1.95459   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21186  0.94879  0.23436 -0.03015]
 [ 0.86631  0.29331 -0.40433  0.81797]
 [-0.45236  0.11736 -0.88408  0.35032]
 [ 0.       0.       0.       1.     ]]"
4727,2026-07-28 15:13:56.332620-07:00,2026-07-28 15:13:56.353563-07:00,0 days 00:00:00.020943,"[[-0.52958593  0.7857348   0.31962409 -0.01206   ]
 [-0.7942782  -0.59160338  0.13830249 -0.14896   ]
 [ 0.29775978 -0.18062739  0.93739685 -1.95464   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21499  0.94853  0.23253 -0.03021]
 [ 0.86862  0.29455 -0.39843  0.81804]
 [-0.44641  0.11632 -0.88724  0.35026]
 [ 0.       0.       0.       1.     ]]"
4728,2026-07-28 15:13:56.362539-07:00,2026-07-28 15:13:56.353563-07:00,0 days 00:00:00.008976,"[[-0.52958593  0.7857348   0.31962409 -0.01206   ]
 [-0.7942782  -0.59160338  0.13830249 -0.14896   ]
 [ 0.29775978 -0.18062739  0.93739685 -1.95464   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21499  0.94853  0.23253 -0.03021]
 [ 0.86862  0.29455 -0.39843  0.81804]
 [-0.44641  0.11632 -0.88724  0.35026]
 [ 0.       0.       0.       1.     ]]"
4729,2026-07-28 15:13:56.396448-07:00,2026-07-28 15:13:56.399439-07:00,0 days 00:00:00.002991,"[[-0.52971621  0.78602643  0.31868981 -0.01205   ]
 [-0.79447596 -0.5913914   0.13807305 -0.14894   ]
 [ 0.29699948 -0.18005186  0.93774871 -1.95457   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21485  0.9486   0.23239 -0.03022]
 [ 0.86938  0.29418 -0.39703  0.81806]
 [-0.44498  0.11673 -0.8879   0.35025]
 [ 0.       0.       0.       1.     ]]"
4730,2026-07-28 15:13:56.436338-07:00,2026-07-28 15:13:56.458308-07:00,0 days 00:00:00.021970,"[[-0.53040759  0.78553215  0.31875858 -0.01204   ]
 [-0.79425325 -0.59192139  0.13707969 -0.14894   ]
 [ 0.29636052 -0.18046693  0.93787106 -1.95464   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21269  0.94898  0.23282 -0.03023]
 [ 0.87065  0.29222 -0.39569  0.81807]
 [-0.44354  0.11855 -0.88838  0.35024]
 [ 0.       0.       0.       1.     ]]"
4731,2026-07-28 15:13:56.465260-07:00,2026-07-28 15:13:56.458308-07:00,0 days 00:00:00.006952,"[[-0.53040759  0.78553215  0.31875858 -0.01204   ]
 [-0.79425325 -0.59192139  0.13707969 -0.14894   ]
 [ 0.29636052 -0.18046693  0.93787106 -1.95464   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21269  0.94898  0.23282 -0.03023]
 [ 0.87065  0.29222 -0.39569  0.81807]
 [-0.44354  0.11855 -0.88838  0.35024]
 [ 0.       0.       0.       1.     ]]"
4732,2026-07-28 15:13:56.500167-07:00,2026-07-28 15:13:56.518140-07:00,0 days 00:00:00.017973,"[[-0.53120744  0.78506059  0.31858832 -0.01203   ]
 [-0.79411315 -0.59241791  0.13573989 -0.14894   ]
 [ 0.29530147 -0.18088914  0.93812375 -1.95457   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21174  0.94905  0.2334  -0.03023]
 [ 0.87157  0.29142 -0.39427  0.81809]
 [-0.4422   0.11993 -0.88886  0.35024]
 [ 0.       0.       0.       1.     ]]"
4733,2026-07-28 15:13:56.533078-07:00,2026-07-28 15:13:56.518140-07:00,0 days 00:00:00.014938,"[[-0.53120744  0.78506059  0.31858832 -0.01203   ]
 [-0.79411315 -0.59241791  0.13573989 -0.14894   ]
 [ 0.29530147 -0.18088914  0.93812375 -1.95457   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21174  0.94905  0.2334  -0.03023]
 [ 0.87157  0.29142 -0.39427  0.81809]
 [-0.4422   0.11993 -0.88886  0.35024]
 [ 0.       0.       0.       1.     ]]"
4734,2026-07-28 15:13:56.567983-07:00,2026-07-28 15:13:56.577958-07:00,0 days 00:00:00.009975,"[[-0.53222324  0.78454853  0.3181541  -0.01204   ]
 [-0.7937202  -0.59314115  0.13487703 -0.14897   ]
 [ 0.29452786 -0.18074065  0.93839552 -1.95457   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21055  0.94911  0.23423 -0.03022]
 [ 0.87327  0.29029 -0.39131  0.81813]
 [-0.4394   0.12216 -0.88995  0.35024]
 [ 0.       0.       0.       1.     ]]"
4735,2026-07-28 15:13:56.599897-07:00,2026-07-28 15:13:56.577958-07:00,0 days 00:00:00.021939,"[[-0.53222324  0.78454853  0.3181541  -0.01204   ]
 [-0.7937202  -0.59314115  0.13487703 -0.14897   ]
 [ 0.29452786 -0.18074065  0.93839552 -1.95457   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21055  0.94911  0.23423 -0.03022]
 [ 0.87327  0.29029 -0.39131  0.81813]
 [-0.4394   0.12216 -0.88995  0.35024]
 [ 0.       0.       0.       1.     ]]"
4736,2026-07-28 15:13:56.633805-07:00,2026-07-28 15:13:56.637816-07:00,0 days 00:00:00.004011,"[[-0.53305823  0.783626    0.31902856 -0.01205   ]
 [-0.79302452 -0.5941752   0.13441706 -0.14899   ]
 [ 0.29489156 -0.18134535  0.93816461 -1.95458   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21002  0.94948  0.2332  -0.03026]
 [ 0.8758   0.28872 -0.3868   0.81814]
 [-0.43459  0.123   -0.89219  0.35026]
 [ 0.       0.       0.       1.     ]]"
4737,2026-07-28 15:13:56.666830-07:00,2026-07-28 15:13:56.682787-07:00,0 days 00:00:00.015957,"[[-0.53359914  0.78356824  0.31826526 -0.01214   ]
 [-0.79260496 -0.59459691  0.1350255  -0.14901   ]
 [ 0.29504124 -0.18020914  0.93833647 -1.95468   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21219  0.94914  0.2326  -0.03027]
 [ 0.87735  0.28985 -0.38241  0.81813]
 [-0.43038  0.12293 -0.89424  0.35031]
 [ 0.       0.       0.       1.     ]]"
4738,2026-07-28 15:13:56.711708-07:00,2026-07-28 15:13:56.682787-07:00,0 days 00:00:00.028921,"[[-0.53359914  0.78356824  0.31826526 -0.01214   ]
 [-0.79260496 -0.59459691  0.1350255  -0.14901   ]
 [ 0.29504124 -0.18020914  0.93833647 -1.95468   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21219  0.94914  0.2326  -0.03027]
 [ 0.87735  0.28985 -0.38241  0.81813]
 [-0.43038  0.12293 -0.89424  0.35031]
 [ 0.       0.       0.       1.     ]]"
